"","name","ID","Glucose.plus.Acetate_vs_Lysine_p.val","Glucose.plus.Acetate_vs_Lysine_p.adj","significant","Glucose.plus.Acetate_vs_Lysine_significant","Glucose.plus.Acetate_vs_Lysine_ratio","Glucose.plus.Acetate_centered","Lysine_centered"
"286","IB211_00979",">AF_00979 AF_00979 3,5-diaminobexanoate dehydrogenase (EC 1.4.1.11) 969661:970701 forward MW:36967",5.82726481416037e-05,0.123,FALSE,FALSE,-2.78,-1.39,1.39
"287","IB211_00980",">AF_00980 AF_00980 Lysine 2,3-aminomutase (EC 5.4.3.2) 970774:972045 forward MW:48198",1.23353164547961e-05,0.0204,FALSE,FALSE,-3.43,-1.72,1.72
"288","IB211_00981",">AF_00981 AF_00981 L-beta-lysine 5,6-aminomutase alpha subunit (EC 5.4.3.3) 972137:973702 forward MW:57410",9.32361542815483e-06,0.0132,FALSE,FALSE,-2.61,-1.3,1.3
"289","IB211_00982",">AF_00982 AF_00982 L-beta-lysine 5,6-aminomutase beta subunit (EC 5.4.3.3) 973699:974490 forward MW:29014",2.130407309271e-05,0.0424,FALSE,FALSE,-3.45,-1.73,1.73
"290","IB211_00985",">AF_00985 AF_00985 Periplasmic [Fe] hydrogenase (EC 1.12.7.2) 975534:976994 forward MW:52734",6.9791012348409e-05,0.141,FALSE,FALSE,1.68,0.841,-0.841
"291","IB211_01006",">AF_01006 AF_01006 Phosphate starvation-inducible protein PhoH, predicted ATPase 993243:994232 forward MW:36236",0.00386902319022938,0.666,FALSE,FALSE,-0.788,-0.394,0.394
"292","IB211_01009",">AF_01009 AF_01009 GTP-binding protein Era 995292:996185 forward MW:32896",0.000767214276890796,0.482,FALSE,FALSE,1.03,0.516,-0.516
"293","IB211_01011",">AF_01011 AF_01011 Uncharacterized isomerase yddE, PhzC-PhzF family 997291:998157 forward MW:31590",0.101724202445917,0.832,FALSE,FALSE,-0.38,-0.19,0.19
"294","IB211_01012",">AF_01012 AF_01012 Recombination inhibitory protein MutS2 998228:1000603 forward MW:86726",0.0137948092104755,0.753,FALSE,FALSE,-0.507,-0.254,0.254
"295","IB211_01013",">AF_01013 AF_01013 Catabolite repression HPr-like protein Crh 1000822:1001085 forward MW:9573",0.41481455140128,0.868,FALSE,FALSE,0.578,0.289,-0.289
"296","IB211_01016",">AF_01016 AF_01016 Site-specific recombinase 1004155:1005810 forward MW:64615",0.192264475841842,0.849,FALSE,FALSE,0.493,0.246,-0.246
"297","IB211_01021",">AF_01021 AF_01021 Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-) 1010605:1011153 forward MW:20462",0.767537457959568,0.882,FALSE,FALSE,0.165,0.0827,-0.0827
"298","IB211_01022",">AF_01022 AF_01022 Phosphopantetheine adenylyltransferase (EC 2.7.7.3) 1011181:1011675 forward MW:18753",0.0046389198454271,0.681,FALSE,FALSE,0.975,0.487,-0.487
"299","IB211_01023",">AF_01023 AF_01023 Archaeal/vacuolar-type H+-ATPase subunit H 1011675:1012214 forward MW:19704",0.0181887693827821,0.767,FALSE,FALSE,1.16,0.58,-0.58
"300","IB211_01025",">AF_01025 AF_01025 rRNA small subunit methyltransferase H 1013021:1013953 forward MW:34537",0.751515886837646,0.881,FALSE,FALSE,0.216,0.108,-0.108
"301","IB211_01027",">AF_01027 AF_01027 Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129) 1014805:1017276 forward MW:89026",0.00114462367613432,0.536,FALSE,FALSE,1.47,0.733,-0.733
"302","IB211_01028",">AF_01028 AF_01028 UDP-N-acetylmuramoylalanyl-D-glutamate--2,6- diaminopimelate ligase (EC 6.3.2.13) 1017308:1018762 forward MW:51860",0.00830594826911916,0.723,FALSE,FALSE,0.589,0.295,-0.295
"303","IB211_01031",">AF_01031 AF_01031 UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) 1021094:1022215 forward MW:41195",0.0676730520377691,0.82,FALSE,FALSE,1.57,0.786,-0.786
"304","IB211_01033",">AF_01033 AF_01033 Cell division protein FtsQ 1023680:1024450 forward MW:27709",0.521250072000784,0.873,FALSE,FALSE,-0.198,-0.0989,0.0989
"305","IB211_01034",">AF_01034 AF_01034 Cell division protein FtsZ (EC 3.4.24.-) 1024578:1025696 forward MW:38822",0.156019857952714,0.844,FALSE,FALSE,0.244,0.122,-0.122
"306","IB211_01035",">AF_01035 AF_01035 Magnesium and cobalt transport protein CorA 1025961:1026884 forward MW:34891",0.161067297684919,0.845,FALSE,FALSE,-0.47,-0.235,0.235
"307","IB211_01037c",">AF_01037c AF_01037c Low-specificity L-threonine aldolase (EC 4.1.2.5) 1027452:1028483 reverse MW:37297",0.0172361495736166,0.765,FALSE,FALSE,-0.533,-0.267,0.267
"308","IB211_01038c",">AF_01038c AF_01038c Glutaminyl-tRNA synthetase (EC 6.1.1.18) 1028547:1030250 reverse MW:64759",0.00828984757658286,0.723,FALSE,FALSE,-0.689,-0.344,0.344
"309","IB211_01039",">AF_01039 AF_01039 Dihydroxy-acid dehydratase (EC 4.2.1.9) 1030521:1032194 forward MW:59082",0.104350543707094,0.833,FALSE,FALSE,0.997,0.498,-0.498
"310","IB211_01040",">AF_01040 AF_01040 D-lactate dehydrogenase (EC 1.1.1.28) 1032249:1033265 forward MW:37488",0.84787048551208,0.884,FALSE,FALSE,-0.0551,-0.0276,0.0276
"311","IB211_01044c",">AF_01044c AF_01044c hypothetical protein 1035958:1037034 reverse MW:39413",6.40522299381869e-08,1.59e-11,FALSE,FALSE,-5.08,-2.54,2.54
"312","IB211_01046",">AF_01046 AF_01046 Thioredoxin reductase (EC 1.8.1.9) 1037490:1038338 forward MW:30039",0.0997739965358289,0.832,FALSE,FALSE,0.413,0.207,-0.207
"313","IB211_01047",">AF_01047 AF_01047 Thioredoxin 1038392:1038709 forward MW:11474",0.0531027166027064,0.812,FALSE,FALSE,1.42,0.712,-0.712
"314","IB211_01051c",">AF_01051c AF_01051c NADP-specific glutamate dehydrogenase (EC 1.4.1.4) 1042249:1043598 reverse MW:48634",0.0854441031765133,0.827,FALSE,FALSE,-0.302,-0.151,0.151
"315","IB211_01052c",">AF_01052c AF_01052c Acetate kinase (EC 2.7.2.1) 1043877:1045244 reverse MW:49513",0.000276769246580356,0.321,FALSE,FALSE,-1.46,-0.73,0.73
"316","IB211_01054c",">AF_01054c AF_01054c hypothetical protein 1047228:1048499 reverse MW:47094",0.016361277154281,0.762,FALSE,FALSE,0.652,0.326,-0.326
"317","IB211_01059c",">AF_01059c AF_01059c Sodium-dependent phosphate transporter 1051599:1053374 reverse MW:64685",0.000805013604764747,0.488,FALSE,FALSE,-0.912,-0.456,0.456
"318","IB211_01061",">AF_01061 AF_01061 NAD-dependent protein deacetylase of SIR2 family 1056354:1057082 forward MW:27056",0.0283449189217845,0.788,FALSE,FALSE,-1.69,-0.844,0.844
"319","IB211_01066c",">AF_01066c AF_01066c Xanthine phosphoribosyltransferase (EC 2.4.2.22) 1059714:1060292 reverse MW:21029",0.0523938402760109,0.811,FALSE,FALSE,1.42,0.709,-0.709
"320","IB211_01069c",">AF_01069c AF_01069c protein of unknown function DUF1121 1062308:1062895 reverse MW:21421",0.0407834417792125,0.802,FALSE,FALSE,0.599,0.3,-0.3
"321","IB211_01070c",">AF_01070c AF_01070c hypothetical protein BH3604 1062914:1063783 reverse MW:31502",0.0395118001871769,0.801,FALSE,FALSE,1,0.5,-0.5
"322","IB211_01071c",">AF_01071c AF_01071c DNA gyrase subunit A (EC 5.99.1.3) 1063804:1066053 reverse MW:84590",0.31677251539777,0.861,FALSE,FALSE,-0.227,-0.113,0.113
"323","IB211_01074c",">AF_01074c AF_01074c DNA gyrase subunit B (EC 5.99.1.3) 1070399:1072387 reverse MW:75810",0.103907527738488,0.833,FALSE,FALSE,-0.311,-0.156,0.156
"324","IB211_01119c",">AF_01119c AF_01119c hypothetical protein 1117801:1118448 reverse MW:24693",0.813615573895404,0.883,FALSE,FALSE,-0.23,-0.115,0.115
"325","IB211_01120c",">AF_01120c AF_01120c hypothetical protein 1118450:1119646 reverse MW:45117",0.425068328287547,0.868,FALSE,FALSE,-0.957,-0.478,0.478
"326","IB211_01132c",">AF_01132c AF_01132c response regulator 1130986:1133010 reverse MW:75322",0.029512622851456,0.789,FALSE,FALSE,-0.69,-0.345,0.345
"327","IB211_01140",">AF_01140 AF_01140 Oxygen-insensitive NAD(P)H nitroreductase 1138040:1138564 forward MW:19623",0.146343065172021,0.842,FALSE,FALSE,0.466,0.233,-0.233
"328","IB211_01143",">AF_01143 AF_01143 Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10) 1139417:1140499 forward MW:39145",8.60601670816094e-05,0.163,FALSE,FALSE,-2.3,-1.15,1.15
"329","IB211_01145",">AF_01145 AF_01145 Glycine cleavage system H protein 1140697:1141074 forward MW:13180",7.06866688173093e-06,0.00826,FALSE,FALSE,-3.16,-1.58,1.58
"330","IB211_01146",">AF_01146 AF_01146 Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2) 1141078:1142388 forward MW:46925",5.29125974847961e-05,0.113,FALSE,FALSE,-2.19,-1.09,1.09
"331","IB211_01147",">AF_01147 AF_01147 Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2) 1142390:1143838 forward MW:52107",6.04606380197523e-05,0.127,FALSE,FALSE,-2.57,-1.28,1.28
"332","IB211_01148",">AF_01148 AF_01148 Dihydrolipoamide dehydrogenase (EC 1.8.1.4) 1143835:1145217 forward MW:47921",0.000281294304074604,0.324,FALSE,FALSE,-3.28,-1.64,1.64
"333","IB211_01151",">AF_01151 AF_01151 hypothetical protein 1147578:1149851 forward MW:80237",0.00213593652042496,0.61,FALSE,FALSE,-2.47,-1.23,1.23
"334","IB211_01159",">AF_01159 AF_01159 Na+/H+ antiporter 1159088:1160962 forward MW:66836",0.0379789605099828,0.799,FALSE,FALSE,-0.794,-0.397,0.397
"335","IB211_01160",">AF_01160 AF_01160 hypothetical protein 1161434:1162042 forward MW:22566",0.00652587061401033,0.707,FALSE,FALSE,1.15,0.575,-0.575
"336","IB211_01161",">AF_01161 AF_01161 Valyl-tRNA synthetase (EC 6.1.1.9) 1162101:1164746 forward MW:101154",0.030113848660196,0.79,FALSE,FALSE,0.58,0.29,-0.29
"337","IB211_01167",">AF_01167 AF_01167 Glycosyltransferase 1166775:1167746 forward MW:36115",0.298868997883606,0.86,FALSE,FALSE,-0.469,-0.235,0.235
"338","IB211_01171",">AF_01171 AF_01171 COG0488: ATPase components of ABC transporters with duplicated ATPase domains 1169796:1171589 forward MW:66758",0.00589158138978963,0.7,FALSE,FALSE,0.784,0.392,-0.392
"339","IB211_01175",">AF_01175 AF_01175 SSU ribosomal protein S21p 1174166:1174348 forward MW:7109",0.0251702588719541,0.782,FALSE,FALSE,-0.679,-0.34,0.34
"340","IB211_01176c",">AF_01176c AF_01176c predicted protein 1174402:1175007 reverse MW:22758",2.28353753413822e-06,0.00079,FALSE,FALSE,-2.52,-1.26,1.26
"341","IB211_01178",">AF_01178 AF_01178 Hydrolase, HAD subfamily IIIA 1175943:1176440 forward MW:18367",0.685714706861769,0.879,FALSE,FALSE,-0.257,-0.128,0.128
"342","IB211_01181",">AF_01181 AF_01181 Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific) 1177914:1178978 forward MW:38785",0.00089955917217841,0.504,FALSE,FALSE,-1.42,-0.71,0.71
"343","IB211_01182",">AF_01182 AF_01182 Translation elongation factor P 1179099:1179665 forward MW:21299",0.950179731305468,0.887,FALSE,FALSE,0.0153,0.00763,-0.00763
"344","IB211_01183",">AF_01183 AF_01183 FIG00512690: hypothetical protein 1179702:1180154 forward MW:16383",0.186781262062025,0.849,FALSE,FALSE,0.262,0.131,-0.131
"345","IB211_01184c",">AF_01184c AF_01184c hypothetical protein 1180267:1180857 reverse MW:21485",6.03308631265737e-06,0.00629,FALSE,FALSE,-5.65,-2.83,2.83
"346","IB211_01186c",">AF_01186c AF_01186c ABC transporter related 1181741:1182514 reverse MW:28353",0.0289780549755612,0.789,FALSE,FALSE,1.13,0.563,-0.563
"347","IB211_01188c",">AF_01188c AF_01188c M. jannaschii predicted coding region MJ0455 1183593:1184243 reverse MW:23972",0.000660541107186792,0.46,FALSE,FALSE,-0.907,-0.454,0.454
"348","IB211_01189c",">AF_01189c AF_01189c Putative enzyme 1184293:1186503 reverse MW:79492",0.00331264583599168,0.653,FALSE,FALSE,-0.794,-0.397,0.397
"349","IB211_01190c",">AF_01190c AF_01190c Pyrophosphate-energized proton pump (EC 3.6.1.1) 1186749:1188875 reverse MW:73062",0.00111821009242799,0.533,FALSE,FALSE,-1.72,-0.86,0.86
"350","IB211_01194c",">AF_01194c AF_01194c Trk system potassium uptake protein TrkA 1190689:1192080 reverse MW:50768",0.142939806381721,0.842,FALSE,FALSE,0.287,0.144,-0.144
"351","IB211_01196",">AF_01196 AF_01196 ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase 1193527:1193967 forward MW:15756",0.852699673480276,0.884,FALSE,FALSE,0.106,0.0532,-0.0532
"352","IB211_01197",">AF_01197 AF_01197 Homoserine dehydrogenase (EC 1.1.1.3) 1193999:1195210 forward MW:43142",0.00582566119538285,0.699,FALSE,FALSE,-0.678,-0.339,0.339
"353","IB211_01198",">AF_01198 AF_01198 Aspartokinase (EC 2.7.2.4) 1195312:1196535 forward MW:44109",0.00128022287450187,0.55,FALSE,FALSE,-0.876,-0.438,0.438
"354","IB211_01212",">AF_01212 AF_01212 hypothetical protein 1207915:1209417 forward MW:57364",0.138069064709006,0.841,FALSE,FALSE,0.449,0.224,-0.224
"355","IB211_01230",">AF_01230 AF_01230 Two-component response regulator SA14-24 1224697:1225398 forward MW:26156",0.602918487597154,0.876,FALSE,FALSE,0.12,0.0601,-0.0601
"356","IB211_01236",">AF_01236 AF_01236 Zinc ABC transporter, periplasmic-binding protein ZnuA 1228554:1230083 forward MW:56267",9.30254181701084e-07,5.98e-05,FALSE,FALSE,-4.85,-2.43,2.43
"357","IB211_01237",">AF_01237 AF_01237 Zinc ABC transporter, ATP-binding protein ZnuC 1230096:1230800 forward MW:25749",1.39875622838367e-05,0.0244,FALSE,FALSE,-4.8,-2.4,2.4
"358","IB211_01240",">AF_01240 AF_01240 hypothetical protein 1232513:1233037 forward MW:20048",0.00136306033767971,0.558,FALSE,FALSE,-3.26,-1.63,1.63
"359","IB211_01252",">AF_01252 AF_01252 hypothetical protein 1241613:1242302 forward MW:26126",0.000434069243888692,0.394,FALSE,FALSE,-1.67,-0.837,0.837
"360","IB211_01253",">AF_01253 AF_01253 Hydroxylamine reductase (EC 1.7.-.-) 1242326:1243924 forward MW:58017",9.70788334448242e-06,0.0141,FALSE,FALSE,-2.02,-1.01,1.01
"361","IB211_01254",">AF_01254 AF_01254 Membrane associated protein 1244321:1245145 forward MW:31127",0.00634873512949089,0.705,FALSE,FALSE,-1.42,-0.708,0.708
"362","IB211_01256c",">AF_01256c AF_01256c Thioredoxin reductase (EC 1.8.1.9) 1246031:1246954 reverse MW:32646",0.000288067238816175,0.328,FALSE,FALSE,2.03,1.01,-1.01
"363","IB211_01257c",">AF_01257c AF_01257c Thioredoxin 1246965:1247285 reverse MW:11834",0.00762927887684896,0.718,FALSE,FALSE,3.61,1.8,-1.8
"364","IB211_01293",">AF_01293 AF_01293 hypothetical protein 1275060:1275881 forward MW:31396",0.230098433928069,0.854,FALSE,FALSE,-0.649,-0.324,0.324
"365","IB211_01305c",">AF_01305c AF_01305c Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5) 1284367:1285575 reverse MW:43487",0.0396917285494989,0.801,FALSE,FALSE,0.372,0.186,-0.186
"366","IB211_01306",">AF_01306 AF_01306 Substrate-specific component PanT of predicted pantothenate ECF transporter 1285829:1286524 forward MW:24037",1.26391813816054e-05,0.0211,FALSE,FALSE,-3.92,-1.96,1.96
"367","IB211_01307",">AF_01307 AF_01307 Pantothenate kinase type III, CoaX-like (EC 2.7.1.33) 1286529:1287314 forward MW:27485",3.68285551287404e-06,0.00226,FALSE,FALSE,-4.33,-2.17,2.17
"368","IB211_01308c",">AF_01308c AF_01308c Guanine deaminase (EC 3.5.4.3)",0.90728299986273,0.886,FALSE,FALSE,-0.0215,-0.0108,0.0108
"369","IB211_01310c",">AF_01310c AF_01310c Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)",0.561743739700842,0.875,FALSE,FALSE,-0.203,-0.102,0.102
"370","IB211_01313c",">AF_01313c AF_01313c Cytidine deaminase (EC 3.5.4.5) 1293454:1293849 reverse MW:14202",0.45367264879359,0.87,FALSE,FALSE,-0.3,-0.15,0.15
"371","IB211_01316",">AF_01316 AF_01316 S-adenosylmethionine synthetase (EC 2.5.1.6) 1295102:1296286 forward MW:43016",4.81311017940062e-05,0.104,FALSE,FALSE,-1.45,-0.723,0.723
"372","IB211_01323",">AF_01323 AF_01323 Glycosyltransferase (EC 2.4.1.-) 1303554:1304573 forward MW:37845",0.733215951318289,0.881,FALSE,FALSE,0.0917,0.0458,-0.0458
"373","IB211_01324",">AF_01324 AF_01324 hypothetical protein 1304589:1306148 forward MW:57020",0.130916702521025,0.839,FALSE,FALSE,-0.288,-0.144,0.144
"374","IB211_01327c",">AF_01327c AF_01327c hypothetical membrane associated protein 1307537:1308868 reverse MW:48377",0.00371736064927194,0.663,FALSE,FALSE,-0.853,-0.427,0.427
"375","IB211_01329c",">AF_01329c AF_01329c hypothetical protein 1309121:1309786 reverse MW:23800",0.0516602358659973,0.811,FALSE,FALSE,0.424,0.212,-0.212
"376","IB211_01333",">AF_01333 AF_01333 hypothetical protein 1311084:1311521 forward MW:15931",0.000243347536892767,0.3,FALSE,FALSE,3.48,1.74,-1.74
"377","IB211_01337",">AF_01337 AF_01337 Fibronectin/fibrinogen-binding protein 1313223:1314854 forward MW:61251",0.213667893368,0.852,FALSE,FALSE,0.522,0.261,-0.261
"378","IB211_01338",">AF_01338 AF_01338 two-component response regulator 1314861:1315568 forward MW:26582",0.207851016589276,0.851,FALSE,FALSE,-0.4,-0.2,0.2
"379","IB211_01344",">AF_01344 AF_01344 Dipeptide transport system permease protein DppB (TC 3.A.1.5.2) 1319299:1320240 forward MW:33984",0.00720561420308777,0.714,FALSE,FALSE,-0.726,-0.363,0.363
"380","IB211_01346",">AF_01346 AF_01346 Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2) 1321241:1322845 forward MW:57998",7.15147178058228e-05,0.144,FALSE,FALSE,-1.71,-0.854,0.854
"381","IB211_01347",">AF_01347 AF_01347 Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1) 1323014:1323991 forward MW:36043",0.000540970055344857,0.429,FALSE,FALSE,-2.24,-1.12,1.12
"382","IB211_01348",">AF_01348 AF_01348 Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1) 1323988:1325583 forward MW:60628",0.0318604253858215,0.792,FALSE,FALSE,-1.47,-0.737,0.737
"383","IB211_01349",">AF_01349 AF_01349 Gamma-glutamyltranspeptidase (EC 2.3.2.2) 1325580:1327208 forward MW:59799",0.00607694464518546,0.702,FALSE,FALSE,-1.12,-0.559,0.559
"384","IB211_01356",">AF_01356 AF_01356 DNA internalization-related competence protein ComEC/Rec2 1333349:1334389 forward MW:36704",0.000307759131475428,0.338,FALSE,FALSE,-1.7,-0.848,0.848
"385","IB211_01362c",">AF_01362c AF_01362c Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11) 1337387:1339381 reverse MW:75250",5.75609557278451e-06,0.00579,FALSE,FALSE,-3.16,-1.58,1.58
"386","IB211_01365",">AF_01365 AF_01365 UDP-glucose 4-epimerase (EC 5.1.3.2) 1340841:1341839 forward MW:36276",0.0132017137984217,0.751,FALSE,FALSE,0.801,0.401,-0.401
"387","IB211_01366",">AF_01366 AF_01366 Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10) 1341836:1343329 forward MW:56235",0.186819831530085,0.849,FALSE,FALSE,0.332,0.166,-0.166
"388","IB211_01367",">AF_01367 AF_01367 2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34) 1343416:1345560 forward MW:77628",0.0554085685128164,0.813,FALSE,FALSE,0.61,0.305,-0.305
"389","IB211_01371c",">AF_01371c AF_01371c ABC transporter (iron.B12.siderophore.hemin) , periplasmic substrate-binding component 1348577:1350469 reverse MW:69184",5.80290237270438e-05,0.123,FALSE,FALSE,4.2,2.1,-2.1
"390","IB211_01383c",">AF_01383c AF_01383c Activator of (R)-2-hydroxyglutaryl-CoA dehydratase 1362445:1363782 reverse MW:49637",0.588842728817472,0.876,FALSE,FALSE,-0.715,-0.358,0.358
"391","IB211_01386c",">AF_01386c AF_01386c Activator of (R)-2-hydroxyglutaryl-CoA dehydratase 1364133:1367093 reverse MW:107982",0.392955437898002,0.866,FALSE,FALSE,0.169,0.0845,-0.0845
"392","IB211_01389c",">AF_01389c AF_01389c 4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25) 1368735:1370210 reverse MW:55202",0.00545340080224784,0.694,FALSE,FALSE,1.21,0.604,-0.604
"393","IB211_01391c",">AF_01391c AF_01391c hypothetical protein 1370966:1371490 reverse MW:18499",0.000578756611983628,0.44,FALSE,FALSE,-1.34,-0.672,0.672
"394","IB211_01400c",">AF_01400c AF_01400c Response regulator of zinc sigma-54-dependent two-component system 1380227:1381612 reverse MW:52209",0.224316266715476,0.853,FALSE,FALSE,0.381,0.191,-0.191
"395","IB211_01416",">AF_01416 AF_01416 Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23) 1393776:1395101 forward MW:50170",0.00183257565381949,0.593,FALSE,FALSE,3.44,1.72,-1.72
"396","IB211_01418",">AF_01418 AF_01418 Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7) 1395418:1396890 forward MW:51715",5.96518314442576e-05,0.125,FALSE,FALSE,3.44,1.72,-1.72
"397","IB211_01419",">AF_01419 AF_01419 Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7) 1396887:1398314 forward MW:53525",7.88332634202435e-05,0.154,FALSE,FALSE,3.32,1.66,-1.66
"398","IB211_01420",">AF_01420 AF_01420 5-nucleotidase (EC 3.1.3.5) 1398602:1400515 forward MW:68637",0.191910698972074,0.849,FALSE,FALSE,0.511,0.256,-0.256
"399","IB211_01421",">AF_01421 AF_01421 Amidophosphoribosyltransferase (EC 2.4.2.14) 1400679:1402052 forward MW:49864",0.000726334519533986,0.474,FALSE,FALSE,-0.999,-0.5,0.5
"400","IB211_01422",">AF_01422 AF_01422 Glutamine synthetase type I (EC 6.3.1.2) 1402285:1403616 forward MW:49399",0.000124232766521312,0.205,FALSE,FALSE,-1.41,-0.705,0.705
"401","IB211_01423",">AF_01423 AF_01423 Ethanolamine two-component response regulator 1403778:1404317 forward MW:19881",4.77911208677279e-05,0.104,FALSE,FALSE,-3.06,-1.53,1.53
"402","IB211_01425",">AF_01425 AF_01425 L,L-diaminopimelate aminotransferase (EC 2.6.1.83) 1405308:1406522 forward MW:43878",0.00234775343657981,0.619,FALSE,FALSE,-1.04,-0.519,0.519
"403","IB211_01426",">AF_01426 AF_01426 Glutamate synthase [NADPH] large chain (EC 1.4.1.13) 1406570:1411171 forward MW:168820",0.184848104415754,0.848,FALSE,FALSE,-0.261,-0.13,0.13
"404","IB211_01427",">AF_01427 AF_01427 Glutamate synthase [NADPH] small chain (EC 1.4.1.13) 1411171:1412631 forward MW:52680",0.0229338498361883,0.778,FALSE,FALSE,0.508,0.254,-0.254
"405","IB211_01429",">AF_01429 AF_01429 UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158) 1413611:1414525 forward MW:32811",0.5755386607775,0.875,FALSE,FALSE,0.16,0.0799,-0.0799
"406","IB211_01430",">AF_01430 AF_01430 Hypothetical ATP-binding protein UPF0042, contains P-loop 1414567:1415427 forward MW:31784",0.0176817731991435,0.766,FALSE,FALSE,0.553,0.276,-0.276
"407","IB211_01433",">AF_01433 AF_01433 DNA polymerase III alpha subunit (EC 2.7.7.7) 1417441:1420911 forward MW:129816",0.0398601797787552,0.801,FALSE,FALSE,-0.385,-0.193,0.193
"408","IB211_01435c",">AF_01435c AF_01435c membrane protein 1422524:1423423 reverse MW:34733",0.00795639240735173,0.72,FALSE,FALSE,-2.64,-1.32,1.32
"409","IB211_01438c",">AF_01438c AF_01438c hypothetical protein 1425443:1429453 reverse MW:137420",0.000358290341229635,0.363,FALSE,FALSE,2.23,1.11,-1.11
"410","IB211_01449c",">AF_01449c AF_01449c 3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100) 1438290:1439024 reverse MW:26310",0.141389883362085,0.841,FALSE,FALSE,-0.631,-0.316,0.316
"411","IB211_01457",">AF_01457 AF_01457 FIG092679: Fe-S oxidoreductase 1448202:1450040 forward MW:69364",0.0680139487869565,0.82,FALSE,FALSE,-0.499,-0.249,0.249
"412","IB211_01458",">AF_01458 AF_01458 FIG017108: hypothetical protein 1450033:1450701 forward MW:25179",0.381787064339537,0.866,FALSE,FALSE,0.344,0.172,-0.172
"413","IB211_01465c",">AF_01465c AF_01465c Butyryl-CoA dehydrogenase (EC 1.3.99.2) 1459272:1460411 reverse MW:40906",0.177191421604873,0.847,FALSE,FALSE,-1.54,-0.768,0.768
"414","IB211_01477c",">AF_01477c AF_01477c Dimethyladenosine transferase (EC 2.1.1.-) 1471603:1472457 reverse MW:30568",0.000291975891798402,0.33,FALSE,FALSE,1.35,0.677,-0.677
"415","IB211_01480c",">AF_01480c AF_01480c DegV family protein 1474473:1475297 reverse MW:29772",0.0040563096311041,0.67,FALSE,FALSE,1.68,0.838,-0.838
"416","IB211_01485c",">AF_01485c AF_01485c SSU ribosomal protein S16p 1478423:1478659 reverse MW:8862",0.239247333931339,0.855,FALSE,FALSE,1.09,0.544,-0.544
"417","IB211_01486c",">AF_01486c AF_01486c Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1) 1478727:1480085 reverse MW:48969",0.0602782500047498,0.816,FALSE,FALSE,0.405,0.203,-0.203
"418","IB211_01490",">AF_01490 AF_01490 FIG001621: Zinc protease 1487944:1489230 forward MW:46366",0.180489916665087,0.848,FALSE,FALSE,0.268,0.134,-0.134
"419","IB211_01491",">AF_01491 AF_01491 FIG009210: peptidase, M16 family 1489234:1490514 forward MW:47654",0.286470823629974,0.859,FALSE,FALSE,-0.245,-0.122,0.122
"420","IB211_01493",">AF_01493 AF_01493 Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) 1491430:1492272 forward MW:29653",0.317208177655688,0.861,FALSE,FALSE,-0.199,-0.0993,0.0993
"421","IB211_01494",">AF_01494 AF_01494 Conserved domain protein, histidine-rich 1492327:1492704 forward MW:14219",0.502195718704152,0.872,FALSE,FALSE,-0.896,-0.448,0.448
"422","IB211_01495",">AF_01495 AF_01495 ATPase, AAA family 1492792:1494066 forward MW:46461",0.117628781371311,0.836,FALSE,FALSE,-0.695,-0.348,0.348
"423","IB211_01497",">AF_01497 AF_01497 hypothetical protein 1494204:1494956 forward MW:29034",0.00134963903005519,0.557,FALSE,FALSE,-2.33,-1.16,1.16
